Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,6/6/2020,West,Washington,Seattle,Women's Apparel,46.00,123.00,5658.00,1753.98,31%,Online
West Gear,6/7/2020,West,Washington,Seattle,Men's Street Footwear,46.00,167.00,7682.00,3456.90,45%,Online
West Gear,6/8/2020,West,Washington,Seattle,Men's Athletic Footwear,58.00,115.00,6670.00,2401.20,36%,Online
West Gear,6/9/2020,West,Washington,Seattle,Women's Street Footwear,60.00,115.00,6900.00,2760.00,40%,Online
West Gear,6/10/2020,West,Washington,Seattle,Women's Athletic Footwear,64.00,85.00,5440.00,2284.80,42%,Online
West Gear,6/11/2020,West,Washington,Seattle,Men's Apparel,69.00,46.00,3174.00,1206.12,38%,Online
West Gear,6/12/2020,West,Washington,Seattle,Women's Apparel,62.00,105.00,6510.00,2213.40,34%,Online
West Gear,6/13/2020,West,Washington,Seattle,Men's Street Footwear,68.00,160.00,10880.00,4787.20,44%,Online
West Gear,6/14/2020,West,Washington,Seattle,Men's Athletic Footwear,71.00,88.00,6248.00,2436.72,39%,Online
West Gear,6/15/2020,West,Washington,Seattle,Women's Street Footwear,74.00,120.00,8880.00,3463.20,39%,Online
West Gear,6/16/2020,West,Washington,Seattle,Women's Athletic Footwear,55.00,90.00,4950.00,2079.00,42%,Online
West Gear,6/17/2020,West,Washington,Seattle,Men's Apparel,59.00,56.00,3304.00,1321.60,40%,Online
West Gear,6/18/2020,West,Washington,Seattle,Women's Apparel,78.00,88.00,6864.00,2196.48,32%,Online
West Gear,6/19/2020,West,Washington,Seattle,Men's Street Footwear,55.00,165.00,9075.00,3720.75,41%,Online
West Gear,6/20/2020,West,Washington,Seattle,Men's Athletic Footwear,60.00,108.00,6480.00,2462.40,38%,Online
West Gear,6/21/2020,West,Washington,Seattle,Women's Street Footwear,61.00,120.00,7320.00,2781.60,38%,Online
West Gear,6/22/2020,West,Washington,Seattle,Women's Athletic Footwear,59.00,90.00,5310.00,2336.40,44%,Online
West Gear,6/23/2020,West,Washington,Seattle,Men's Apparel,60.00,52.00,3120.00,1185.60,38%,Online
West Gear,6/24/2020,West,Washington,Seattle,Women's Apparel,75.00,125.00,9375.00,3093.75,33%,Online
West Gear,6/25/2020,West,Washington,Seattle,Men's Street Footwear,71.00,195.00,13845.00,5814.90,42%,Online
West Gear,6/26/2020,West,Washington,Seattle,Men's Athletic Footwear,74.00,188.00,13912.00,5147.44,37%,Online
West Gear,6/27/2020,West,Washington,Seattle,Women's Street Footwear,72.00,163.00,11736.00,4459.68,38%,Online
West Gear,6/28/2020,West,Washington,Seattle,Women's Athletic Footwear,75.00,125.00,9375.00,3750.00,40%,Online
West Gear,6/29/2020,West,Washington,Seattle,Men's Apparel,82.00,105.00,8610.00,3357.90,39%,Online
West Gear,6/30/2020,West,Washington,Seattle,Women's Apparel,98.00,182.00,17836.00,6064.24,34%,Online
West Gear,7/1/2020,West,Washington,Seattle,Men's Street Footwear,73.00,239.00,17447.00,6978.80,40%,Online
West Gear,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,82.00,182.00,14924.00,5372.64,36%,Online
West Gear,7/3/2020,West,Washington,Seattle,Women's Street Footwear,78.00,175.00,13650.00,4777.50,35%,Online
West Gear,7/4/2020,West,Washington,Seattle,Women's Athletic Footwear,78.00,137.00,10686.00,4381.26,41%,Online
West Gear,7/5/2020,West,Washington,Seattle,Men's Apparel,77.00,144.00,11088.00,3880.80,35%,Online
West Gear,7/6/2020,West,Washington,Seattle,Women's Apparel,95.00,155.00,14725.00,5153.75,35%,Online
West Gear,7/7/2020,West,Washington,Seattle,Men's Street Footwear,80.00,217.00,17360.00,7812.00,45%,Online
West Gear,7/8/2020,West,Washington,Seattle,Men's Athletic Footwear,77.00,210.00,16170.00,6306.30,39%,Online
West Gear,7/9/2020,West,Washington,Seattle,Women's Street Footwear,73.00,163.00,11899.00,4164.65,35%,Online
West Gear,7/10/2020,West,Washington,Seattle,Women's Athletic Footwear,74.00,155.00,11470.00,5046.80,44%,Online
West Gear,7/11/2020,West,Washington,Seattle,Men's Apparel,71.00,155.00,11005.00,4291.95,39%,Online
West Gear,7/12/2020,West,Washington,Seattle,Women's Apparel,76.00,108.00,8208.00,2708.64,33%,Online
West Gear,7/13/2020,West,Washington,Seattle,Men's Street Footwear,64.00,156.00,9984.00,4093.44,41%,Online
West Gear,7/14/2020,West,Washington,Seattle,Men's Athletic Footwear,71.00,174.00,12354.00,4323.90,35%,Online
West Gear,7/15/2020,West,Washington,Seattle,Women's Street Footwear,63.00,135.00,8505.00,3146.85,37%,Online
West Gear,7/16/2020,West,Washington,Seattle,Women's Athletic Footwear,67.00,112.00,7504.00,3001.60,40%,Online
West Gear,7/17/2020,West,Washington,Seattle,Men's Apparel,72.00,111.00,7992.00,3196.80,40%,Online
West Gear,7/18/2020,West,Washington,Seattle,Women's Apparel,62.00,113.00,7006.00,2452.10,35%,Online
West Gear,7/19/2020,West,Washington,Seattle,Men's Street Footwear,58.00,149.00,8642.00,3456.80,40%,Online
West Gear,7/20/2020,West,Washington,Seattle,Men's Athletic Footwear,64.00,138.00,8832.00,3267.84,37%,Online
West Gear,7/21/2020,West,Washington,Seattle,Women's Street Footwear,56.00,113.00,6328.00,2278.08,36%,Online
West Gear,7/22/2020,West,Washington,Seattle,Women's Athletic Footwear,58.00,98.00,5684.00,2500.96,44%,Online
West Gear,7/23/2020,West,Washington,Seattle,Men's Apparel,69.00,94.00,6486.00,2270.10,35%,Online
West Gear,7/24/2020,West,Washington,Seattle,Women's Apparel,71.00,101.00,7171.00,2509.85,35%,Online
West Gear,7/25/2020,West,Washington,Seattle,Men's Street Footwear,54.00,162.00,8748.00,3849.12,44%,Online
West Gear,7/26/2020,West,Washington,Seattle,Men's Athletic Footwear,60.00,188.00,11280.00,4173.60,37%,Online
West Gear,7/27/2020,West,Washington,Seattle,Women's Street Footwear,54.00,124.00,6696.00,2477.52,37%,Online
West Gear,7/28/2020,West,Washington,Seattle,Women's Athletic Footwear,69.00,117.00,8073.00,3471.39,43%,Online
West Gear,7/29/2020,West,Washington,Seattle,Men's Apparel,85.00,115.00,9775.00,3910.00,40%,Online
West Gear,7/30/2020,West,Washington,Seattle,Women's Apparel,88.00,138.00,12144.00,3764.64,31%,Online
West Gear,7/31/2020,West,Washington,Seattle,Men's Street Footwear,78.00,188.00,14664.00,5865.60,40%,Online
West Gear,8/1/2020,West,Washington,Seattle,Men's Athletic Footwear,77.00,195.00,15015.00,5705.70,38%,Online
West Gear,8/2/2020,West,Washington,Seattle,Women's Street Footwear,73.00,138.00,10074.00,3928.86,39%,Online
West Gear,8/3/2020,West,Washington,Seattle,Women's Athletic Footwear,76.00,138.00,10488.00,4509.84,43%,Online
West Gear,8/4/2020,West,Washington,Seattle,Men's Apparel,82.00,133.00,10906.00,4144.28,38%,Online
West Gear,8/5/2020,West,Washington,Seattle,Women's Apparel,86.00,150.00,12900.00,4386.00,34%,Online
Foot Locker,8/6/2020,West,Washington,Seattle,Men's Street Footwear,44.00,273.00,12012.00,6606.60,55%,Online
Foot Locker,8/7/2020,West,Washington,Seattle,Men's Athletic Footwear,41.00,221.00,9061.00,4439.89,49%,Online
Foot Locker,8/8/2020,West,Washington,Seattle,Women's Street Footwear,34.00,230.00,7820.00,3049.80,39%,Online
Foot Locker,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,38.00,175.00,6650.00,2660.00,40%,Online
Foot Locker,8/10/2020,Southeast,Florida,Miami,Men's Apparel,50.00,195.00,9750.00,4875.00,50%,Online
Foot Locker,8/11/2020,Southeast,Florida,Miami,Women's Apparel,41.00,247.00,10127.00,6278.74,62%,Online
Foot Locker,8/12/2020,Southeast,Florida,Miami,Men's Street Footwear,43.00,319.00,13717.00,7818.69,57%,Online
Foot Locker,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,43.00,195.00,8385.00,4108.65,49%,Online
Foot Locker,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,32.00,240.00,7680.00,2918.40,38%,Online
West Gear,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,38.00,169.00,6422.00,2825.68,44%,Online
Foot Locker,8/16/2020,Southeast,Florida,Miami,Men's Apparel,53.00,218.00,11554.00,5545.92,48%,Online
Foot Locker,8/17/2020,Southeast,Florida,Miami,Women's Apparel,41.00,221.00,9061.00,5889.65,65%,Online
Foot Locker,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,41.00,268.00,10988.00,6592.80,60%,Online
Foot Locker,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,42.00,225.00,9450.00,4536.00,48%,Online
Foot Locker,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,32.00,217.00,6944.00,2430.40,35%,Online
Foot Locker,8/21/2020,Southeast,Florida,Miami,Women's Athletic Footwear,36.00,175.00,6300.00,2520.00,40%,Online
Foot Locker,8/22/2020,Southeast,Florida,Miami,Men's Apparel,53.00,182.00,9646.00,4437.16,46%,Online
Foot Locker,8/23/2020,Southeast,Florida,Miami,Women's Apparel,42.00,225.00,9450.00,6048.00,64%,Online
Foot Locker,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,42.00,256.00,10752.00,6236.16,58%,Online
Foot Locker,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,41.00,210.00,8610.00,4305.00,50%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,32.00,203.00,6496.00,2598.40,40%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,38.00,189.00,7182.00,3231.90,45%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Men's Apparel,52.00,196.00,10192.00,4586.40,45%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Women's Apparel,44.00,208.00,9152.00,5491.20,60%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,52.00,300.00,15600.00,8736.00,56%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,54.00,194.00,10476.00,5238.00,50%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,47.00,188.00,8836.00,3269.32,37%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,49.00,175.00,8575.00,3687.25,43%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Men's Apparel,58.00,196.00,11368.00,5342.96,47%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Women's Apparel,64.00,248.00,15872.00,10158.08,64%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,55.00,290.00,15950.00,9410.50,59%,Online
West Gear,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,54.00,206.00,11124.00,5450.76,49%,Online
West Gear,9/7/2020,Southeast,Florida,Miami,Women's Street Footwear,49.00,208.00,10192.00,3567.20,35%,Online
West Gear,9/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,47.00,217.00,10199.00,4079.60,40%,Online
West Gear,9/9/2020,Southeast,Florida,Miami,Men's Apparel,62.00,233.00,14446.00,7078.54,49%,Online
West Gear,9/10/2020,Southeast,Florida,Miami,Women's Apparel,63.00,259.00,16317.00,10606.05,65%,Online
West Gear,9/11/2020,Southeast,Florida,Miami,Men's Street Footwear,60.00,299.00,17940.00,10764.00,60%,Online
West Gear,9/12/2020,Southeast,Florida,Miami,Men's Athletic Footwear,57.00,225.00,12825.00,5899.50,46%,Online
West Gear,9/13/2020,Southeast,Florida,Miami,Women's Street Footwear,50.00,215.00,10750.00,3977.50,37%,Online
West Gear,9/14/2020,Southeast,Florida,Miami,Women's Athletic Footwear,53.00,233.00,12349.00,5310.07,43%,Online
West Gear,9/15/2020,Southeast,Florida,Miami,Men's Apparel,61.00,208.00,12688.00,6217.12,49%,Online
West Gear,9/16/2020,Southeast,Florida,Miami,Women's Apparel,67.00,244.00,16348.00,10626.20,65%,Online
West Gear,9/17/2020,Southeast,Florida,Miami,Men's Street Footwear,60.00,304.00,18240.00,10396.80,57%,Online
West Gear,9/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,55.00,252.00,13860.00,6237.00,45%,Online
West Gear,9/19/2020,Southeast,Florida,Miami,Women's Street Footwear,53.00,231.00,12243.00,4529.91,37%,Online
Foot Locker,9/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,44.00,233.00,10252.00,4100.80,40%,Online
Foot Locker,9/21/2020,Southeast,Florida,Miami,Men's Apparel,52.00,225.00,11700.00,5265.00,45%,Online
Foot Locker,9/22/2020,Southeast,Florida,Miami,Women's Apparel,56.00,278.00,15568.00,9496.48,61%,Online
Foot Locker,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,53.00,284.00,15052.00,8278.60,55%,Online
Foot Locker,9/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,46.00,255.00,11730.00,5278.50,45%,Online
Sports Direct,9/25/2020,Southeast,Florida,Miami,Women's Street Footwear,41.00,225.00,9225.00,3413.25,37%,Online
Sports Direct,9/26/2020,Southeast,Florida,Miami,Women's Athletic Footwear,42.00,210.00,8820.00,3792.60,43%,Online
Sports Direct,9/27/2020,Southeast,Florida,Miami,Men's Apparel,50.00,210.00,10500.00,5250.00,50%,Online
Sports Direct,9/28/2020,Southeast,Florida,Miami,Women's Apparel,55.00,223.00,12265.00,7726.95,63%,Online
Sports Direct,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,56.00,270.00,15120.00,9072.00,60%,Online
Sports Direct,9/30/2020,Southeast,Florida,Miami,Men's Athletic Footwear,47.00,215.00,10105.00,4547.25,45%,Online
Sports Direct,10/1/2020,Southeast,Florida,Miami,Women's Street Footwear,47.00,203.00,9541.00,3720.99,39%,Online
Sports Direct,10/2/2020,Southeast,Florida,Miami,Women's Athletic Footwear,45.00,182.00,8190.00,3603.60,44%,Online
Sports Direct,10/3/2020,Southeast,Florida,Miami,Men's Apparel,57.00,189.00,10773.00,5386.50,50%,Online
Sports Direct,10/4/2020,Southeast,Florida,Miami,Women's Apparel,59.00,223.00,13157.00,8552.05,65%,Online
Sports Direct,10/5/2020,Southeast,Florida,Miami,Men's Street Footwear,56.00,244.00,13664.00,7925.12,58%,Online
Sports Direct,10/6/2020,Southeast,Florida,Miami,Men's Athletic Footwear,49.00,224.00,10976.00,5268.48,48%,Online
Sports Direct,10/7/2020,Southeast,Florida,Miami,Women's Street Footwear,46.00,224.00,10304.00,3812.48,37%,Online
Sports Direct,10/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,49.00,202.00,9898.00,4355.12,44%,Online
Sports Direct,10/9/2020,Southeast,Florida,Miami,Men's Apparel,64.00,195.00,12480.00,6240.00,50%,Online
Sports Direct,10/10/2020,Southeast,Florida,Miami,Women's Apparel,64.00,213.00,13632.00,8179.20,60%,Online
Sports Direct,5/24/2020,Southeast,Florida,Miami,Men's Street Footwear,63.00,323.00,20349.00,11395.44,56%,Online
Sports Direct,5/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,51.00,254.00,12954.00,6088.38,47%,Online
Sports Direct,5/24/2020,Southeast,Florida,Miami,Women's Street Footwear,52.00,248.00,12896.00,4771.52,37%,Online
Sports Direct,5/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,54.00,209.00,11286.00,4852.98,43%,Online
Foot Locker,5/24/2020,Southeast,Florida,Miami,Men's Apparel,60.00,202.00,12120.00,5938.80,49%,Online
Foot Locker,5/24/2020,Southeast,Florida,Miami,Women's Apparel,64.00,219.00,14016.00,8830.08,63%,Online
Foot Locker,10/17/2020,Southeast,Florida,Miami,Men's Street Footwear,33.00,131.00,4323.00,1945.35,45%,Online
Foot Locker,10/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,33.00,65.00,2145.00,858.00,40%,Online
Foot Locker,10/19/2020,Southeast,Florida,Miami,Women's Street Footwear,24.00,63.00,1512.00,665.28,44%,Online
Foot Locker,10/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,29.00,26.00,754.00,339.30,45%,Online
Foot Locker,10/21/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,43.00,39.00,1677.00,754.65,45%,Online
Foot Locker,10/22/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,32.00,65.00,2080.00,1164.80,56%,Online
Foot Locker,10/23/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.00,135.00,4320.00,1944.00,45%,Online
Foot Locker,10/24/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.00,38.00,1292.00,581.40,45%,Online
Foot Locker,10/25/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.00,56.00,1400.00,588.00,42%,Online
Foot Locker,10/26/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27.00,20.00,540.00,253.80,47%,Online
Foot Locker,10/27/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,41.00,44.00,1804.00,739.64,41%,Online
Foot Locker,10/28/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,34.00,65.00,2210.00,1215.50,55%,Online
Foot Locker,10/29/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39.00,116.00,4524.00,2262.00,50%,Online
Foot Locker,10/30/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.00,35.00,1330.00,532.00,40%,Online
Foot Locker,10/31/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.00,53.00,1537.00,691.65,45%,Online
Foot Locker,11/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.00,7.00,224.00,112.00,50%,Online
Foot Locker,11/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,47.00,19.00,893.00,375.06,42%,Online
Foot Locker,11/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,38.00,47.00,1786.00,982.30,55%,Online
Foot Locker,11/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36.00,120.00,4320.00,2030.40,47%,Online
Foot Locker,11/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.00,28.00,1064.00,446.88,42%,Online
Foot Locker,11/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29.00,26.00,754.00,331.76,44%,Online
Foot Locker,11/7/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.00,7.00,224.00,112.00,50%,Online
Foot Locker,11/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,47.00,14.00,658.00,263.20,40%,Online
Foot Locker,11/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,36.00,53.00,1908.00,1144.80,60%,Online
Foot Locker,11/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48.00,116.00,5568.00,2616.96,47%,Online
Foot Locker,11/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,44.00,44.00,1936.00,793.76,41%,Online
Foot Locker,11/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.00,38.00,1406.00,618.64,44%,Online
Foot Locker,11/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,36.00,13.00,468.00,229.32,49%,Online
Foot Locker,11/14/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50.00,20.00,1000.00,410.00,41%,Online
Foot Locker,11/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,58.00,51.00,2958.00,1745.22,59%,Online
Foot Locker,11/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,44.00,106.00,4664.00,2285.36,49%,Online
Foot Locker,11/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.00,49.00,1862.00,763.42,41%,Online
Foot Locker,11/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33.00,47.00,1551.00,697.95,45%,Online
Foot Locker,11/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.00,45.00,1440.00,676.80,47%,Online
Foot Locker,11/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,49.00,45.00,2205.00,926.10,42%,Online
Foot Locker,11/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,53.00,81.00,4293.00,2404.08,56%,Online
Foot Locker,11/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,49.00,160.00,7840.00,3684.80,47%,Online
Foot Locker,11/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.00,75.00,3150.00,1417.50,45%,Online
Foot Locker,11/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.00,63.00,2268.00,952.56,42%,Online
Foot Locker,11/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.00,51.00,1938.00,930.24,48%,Online
Foot Locker,11/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,49.00,58.00,2842.00,1165.22,41%,Online
Foot Locker,11/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,54.00,98.00,5292.00,2910.60,55%,Online
Foot Locker,11/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47.00,137.00,6439.00,3026.33,47%,Online
Foot Locker,11/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.00,87.00,3741.00,1533.81,41%,Online
Foot Locker,11/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37.00,68.00,2516.00,1006.40,40%,Online
Foot Locker,12/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33.00,47.00,1551.00,759.99,49%,Online
Foot Locker,12/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,42.00,42.00,1764.00,723.24,41%,Online
Foot Locker,12/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,46.00,88.00,4048.00,2307.36,57%,Online
Foot Locker,12/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,43.00,113.00,4859.00,2332.32,48%,Online
Foot Locker,12/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37.00,73.00,2701.00,1215.45,45%,Online
Foot Locker,12/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,24.00,41.00,984.00,393.60,40%,Online
Foot Locker,12/7/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24.00,31.00,744.00,342.24,46%,Online
Foot Locker,12/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,32.00,34.00,1088.00,478.72,44%,Online
Foot Locker,12/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,39.00,52.00,2028.00,1155.96,57%,Online
Foot Locker,12/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41.00,98.00,4018.00,1888.46,47%,Online
Foot Locker,12/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34.00,58.00,1972.00,847.96,43%,Online
Foot Locker,12/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,32.00,25.00,800.00,336.00,42%,Online
Foot Locker,12/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32.00,21.00,672.00,309.12,46%,Online
Foot Locker,12/14/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,41.00,19.00,779.00,327.18,42%,Online
Foot Locker,12/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,49.00,60.00,2940.00,1764.00,60%,Online
Foot Locker,12/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46.00,91.00,4186.00,1967.42,47%,Online
Foot Locker,12/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38.00,52.00,1976.00,790.40,40%,Online
Foot Locker,12/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36.00,38.00,1368.00,547.20,40%,Online
Foot Locker,12/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38.00,45.00,1710.00,837.90,49%,Online
Foot Locker,12/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,52.00,34.00,1768.00,742.56,42%,Online
Foot Locker,12/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,59.00,61.00,3599.00,2159.40,60%,Online
Foot Locker,12/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.00,124.00,6200.00,3100.00,50%,Online
Foot Locker,12/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42.00,77.00,3234.00,1455.30,45%,Online
Foot Locker,12/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44.00,56.00,2464.00,1010.24,41%,Online
Foot Locker,12/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.00,49.00,2156.00,1056.44,49%,Online
Foot Locker,12/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,54.00,44.00,2376.00,974.16,41%,Online
Foot Locker,12/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,54.00,77.00,4158.00,2370.06,57%,Online
Kohl's,12/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.00,119.00,3808.00,2208.64,58%,Online
Kohl's,12/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43.00,128.00,5504.00,2311.68,42%,Online
Kohl's,12/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41.00,119.00,4879.00,2878.61,59%,Online
Kohl's,12/31/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44.00,98.00,4312.00,2242.24,52%,Online
Kohl's,1/1/2021,Midwest,Montana,Billings,Men's Apparel,47.00,77.00,3619.00,2714.25,75%,Online
Kohl's,1/2/2021,Midwest,Montana,Billings,Women's Apparel,43.00,138.00,5934.00,2314.26,39%,Online
Kohl's,1/3/2021,Midwest,Montana,Billings,Men's Street Footwear,34.00,158.00,5372.00,3062.04,57%,Online
Kohl's,1/4/2021,Midwest,Montana,Billings,Men's Athletic Footwear,42.00,123.00,5166.00,2324.70,45%,Online
Kohl's,1/5/2021,Midwest,Montana,Billings,Women's Street Footwear,43.00,122.00,5246.00,2990.22,57%,Online
Kohl's,1/6/2021,Midwest,Montana,Billings,Women's Athletic Footwear,44.00,81.00,3564.00,1960.20,55%,Online
Kohl's,1/7/2021,Midwest,Montana,Billings,Men's Apparel,48.00,59.00,2832.00,2039.04,72%,Online
Kohl's,1/8/2021,Midwest,Montana,Billings,Women's Apparel,43.00,119.00,5117.00,1893.29,37%,Online
Kohl's,1/9/2021,Midwest,Montana,Billings,Men's Street Footwear,32.00,173.00,5536.00,3044.80,55%,Online
Kohl's,1/10/2021,Midwest,Montana,Billings,Men's Athletic Footwear,41.00,115.00,4715.00,1933.15,41%,Online
Kohl's,1/11/2021,Midwest,Montana,Billings,Women's Street Footwear,42.00,128.00,5376.00,3064.32,57%,Online
Kohl's,1/12/2021,Midwest,Montana,Billings,Women's Athletic Footwear,44.00,91.00,4004.00,2122.12,53%,Online
Kohl's,1/13/2021,Midwest,Montana,Billings,Men's Apparel,48.00,60.00,2880.00,2044.80,71%,Online
Kohl's,1/14/2021,Midwest,Montana,Billings,Women's Apparel,42.00,112.00,4704.00,1834.56,39%,Online
Kohl's,1/15/2021,Midwest,Montana,Billings,Men's Street Footwear,44.00,161.00,7084.00,4179.56,59%,Online
Kohl's,1/16/2021,Midwest,Montana,Billings,Men's Athletic Footwear,43.00,101.00,4343.00,1954.35,45%,Online
Kohl's,1/17/2021,Midwest,Montana,Billings,Women's Street Footwear,44.00,120.00,5280.00,3168.00,60%,Online
Kohl's,1/18/2021,Midwest,Montana,Billings,Women's Athletic Footwear,36.00,78.00,2808.00,1404.00,50%,Online
Kohl's,1/19/2021,Midwest,Montana,Billings,Men's Apparel,44.00,56.00,2464.00,1823.36,74%,Online
